customer_id,age,tenure_months,product_count,avg_balance,monthly_txn_count,clv_inr,complaints_open,nps_score,competitor_inquiry,app_login_days,intl_transfer_dormancy,emotion_label,emotion_name,churn_probability,risk_tier,churn
CUST0115,35,4,3,93766,16,81416,0,7.9,1,21,0,2,Frustrated,0.1132,low,0
CUST0116,41,15,1,64547,18,53632,0,5.9,0,24,1,0,Satisfied,0.1247,low,0
CUST0117,37,47,2,80566,11,59896,1,5.2,1,12,1,2,Frustrated,0.2502,low,0
CUST0118,23,4,1,19822,12,9246,0,5.9,1,0,1,2,Frustrated,0.6748,medium,1
CUST0119,51,7,1,11644,12,5460,0,5.4,0,22,0,0,Satisfied,0.1972,low,0
CUST0120,47,38,4,120700,18,105976,0,3.4,0,8,0,1,Confused,0.01,low,0
CUST0121,47,38,1,28053,13,8589,0,4.7,1,1,0,3,Price-sensitive,0.3933,medium,0
CUST0122,27,30,2,29712,13,21678,1,7.3,0,0,0,0,Satisfied,0.1595,low,0
CUST0123,54,35,2,105088,8,76057,0,6.9,0,24,0,0,Satisfied,0.01,low,0
CUST0124,21,23,2,56669,14,38173,0,6.6,0,19,0,0,Satisfied,0.01,low,0
CUST0125,45,8,2,52297,15,46756,1,4.1,0,16,0,1,Confused,0.0735,low,0
CUST0126,64,12,1,205253,16,99984,2,5.8,0,29,0,2,Frustrated,0.01,low,0
CUST0127,26,6,1,21702,22,10937,0,1.6,1,23,0,3,Price-sensitive,0.3881,medium,0
CUST0128,31,71,2,76288,12,26499,0,6.6,1,30,0,2,Frustrated,0.01,low,0
CUST0129,39,26,1,38010,17,21501,1,9.2,0,6,1,0,Satisfied,0.1294,low,0
CUST0130,31,15,2,45020,23,20557,0,3.1,0,17,0,1,Confused,0.0425,low,0
CUST0131,21,18,1,123349,13,62418,0,5.0,0,5,0,0,Satisfied,0.133,low,0
CUST0132,38,88,1,54517,10,43654,1,6.9,0,16,1,0,Satisfied,0.0511,low,0
CUST0133,25,4,2,55861,12,48112,2,8.8,0,16,0,2,Frustrated,0.0983,low,0
CUST0134,43,26,1,85648,17,35238,2,5.3,1,23,0,4,Comparison-shopping,0.2026,low,0
CUST0135,26,21,2,27120,10,14197,1,4.7,1,18,0,3,Price-sensitive,0.3575,medium,0
CUST0136,56,28,2,18557,14,15906,1,2.1,0,22,0,1,Confused,0.0664,low,0
CUST0137,28,1,3,15743,10,5306,0,6.4,0,23,1,0,Satisfied,0.2154,low,0
CUST0138,34,61,1,7531,15,2676,1,10.0,0,30,0,0,Satisfied,0.0414,low,0
CUST0139,47,80,1,188144,9,74820,0,6.8,0,15,0,0,Satisfied,0.01,low,0
CUST0140,23,24,1,15024,17,9872,0,6.2,0,10,0,0,Satisfied,0.2485,low,0
CUST0141,40,35,2,30424,16,11873,1,6.9,0,19,0,0,Satisfied,0.01,low,0
CUST0142,53,76,2,29101,16,25633,1,6.2,1,11,1,2,Frustrated,0.1573,low,0
CUST0143,21,36,1,46440,19,26379,0,4.5,0,29,0,1,Confused,0.01,low,0
CUST0144,40,4,4,69744,12,41909,2,7.9,0,15,0,2,Frustrated,0.1541,low,0
CUST0145,41,25,1,72285,9,32383,0,6.7,1,13,0,2,Frustrated,0.3015,medium,0
CUST0146,47,27,2,22777,11,13269,0,6.2,0,14,0,0,Satisfied,0.1609,low,0
CUST0147,23,16,2,31770,12,22148,0,4.2,0,23,0,1,Confused,0.1345,low,0
CUST0148,22,40,3,45527,9,34177,1,8.9,0,16,1,0,Satisfied,0.0692,low,0
CUST0149,44,81,2,29763,14,22391,1,7.6,0,12,1,0,Satisfied,0.0302,low,0
CUST0150,41,77,3,131383,14,84969,0,5.0,1,30,1,2,Frustrated,0.01,low,0
CUST0151,41,17,1,53786,24,45320,1,8.3,0,11,1,0,Satisfied,0.2501,low,0
CUST0152,42,3,3,65375,16,51675,0,5.2,1,18,1,2,Frustrated,0.3056,medium,0
CUST0153,29,120,1,61716,17,46547,1,4.6,0,23,0,1,Confused,0.01,low,0
CUST0154,40,54,3,92853,9,30953,0,4.6,0,4,1,1,Confused,0.1356,low,0
CUST0155,41,3,2,41974,9,12765,0,2.5,1,21,1,3,Price-sensitive,0.3672,medium,0
CUST0156,29,76,3,12868,17,5500,3,7.2,0,9,1,2,Frustrated,0.1355,low,0
CUST0157,60,61,2,49998,12,34904,0,2.4,0,24,0,1,Confused,0.0213,low,0
CUST0158,43,21,2,21566,18,11790,0,3.6,0,10,0,1,Confused,0.1376,low,0
CUST0159,23,26,2,23792,17,12882,1,1.8,0,23,1,1,Confused,0.1426,low,0
CUST0160,45,15,2,58051,13,48225,3,6.0,0,26,1,2,Frustrated,0.0806,low,0
CUST0161,26,1,1,97794,7,81886,0,5.9,0,24,1,0,Satisfied,0.117,low,0
CUST0162,47,12,1,36938,11,31231,0,5.5,0,20,0,0,Satisfied,0.1626,low,0
CUST0163,51,48,1,46493,17,22703,0,4.0,0,16,0,1,Confused,0.0572,low,0
CUST0164,28,1,1,141743,24,101294,0,3.7,1,13,0,3,Price-sensitive,0.2171,low,0
CUST0165,49,12,3,44028,12,20384,0,7.2,0,29,1,0,Satisfied,0.0156,low,0
CUST0166,42,15,1,291077,10,120612,1,5.0,1,12,0,2,Frustrated,0.0565,low,0
CUST0167,47,23,4,57091,15,23451,4,6.9,0,9,0,2,Frustrated,0.1466,low,0
CUST0168,60,75,1,8878,15,4485,0,4.3,0,23,1,1,Confused,0.101,low,0
CUST0169,35,12,1,66348,18,37020,0,6.6,1,11,0,2,Frustrated,0.2433,low,0
CUST0170,28,12,3,49262,13,39339,0,8.9,0,10,1,0,Satisfied,0.1424,low,0
CUST0171,27,40,2,101905,11,37902,0,7.4,1,6,0,2,Frustrated,0.1607,low,0
CUST0172,28,18,2,62227,20,46107,2,5.3,0,14,1,2,Frustrated,0.1798,low,0
CUST0173,37,7,2,32507,14,20117,0,6.7,0,17,0,0,Satisfied,0.0942,low,0
CUST0174,42,18,2,13637,16,6447,0,5.7,0,19,1,0,Satisfied,0.0686,low,0
CUST0175,41,4,1,30723,9,18301,1,6.2,0,25,1,0,Satisfied,0.2179,low,0
CUST0176,47,5,4,18390,15,8826,0,5.5,1,22,0,2,Frustrated,0.2113,low,0
CUST0177,38,20,4,22824,14,15010,1,5.9,0,16,0,0,Satisfied,0.0845,low,0
CUST0178,55,16,2,58154,14,32584,0,6.6,1,16,0,2,Frustrated,0.1463,low,0
CUST0179,34,73,1,138126,7,55063,2,4.1,1,22,1,4,Comparison-shopping,0.0879,low,0
CUST0180,70,13,2,49798,18,18422,3,4.1,0,28,1,3,Price-sensitive,0.0662,low,0
CUST0181,45,26,1,13950,14,8760,1,3.3,0,19,0,1,Confused,0.1251,low,0
CUST0182,27,30,1,51827,5,43609,3,2.8,1,14,0,4,Comparison-shopping,0.5575,medium,1
CUST0183,25,1,1,94589,13,47897,0,3.6,1,10,0,3,Price-sensitive,0.2609,low,0
CUST0184,43,32,2,22296,19,16494,0,6.5,0,6,1,0,Satisfied,0.1176,low,0
CUST0185,35,5,3,32623,23,22679,1,4.3,0,23,1,1,Confused,0.2398,low,0
CUST0186,46,97,2,36744,15,31560,1,7.3,0,22,0,0,Satisfied,0.065,low,0
CUST0187,43,4,2,19381,13,15361,0,6.3,0,22,0,0,Satisfied,0.1674,low,0
CUST0188,37,16,2,60999,7,39037,0,2.1,0,16,0,1,Confused,0.1202,low,0
CUST0189,27,2,1,32966,17,22885,0,7.6,1,29,0,2,Frustrated,0.2562,low,0
CUST0190,21,120,2,50798,14,42621,0,7.9,0,14,0,0,Satisfied,0.01,low,0
CUST0191,32,20,4,17854,11,9636,0,4.1,0,25,0,1,Confused,0.0424,low,0
CUST0192,48,27,1,25591,16,12695,1,7.1,0,17,0,0,Satisfied,0.01,low,0
CUST0193,40,2,3,64725,15,19837,0,4.4,0,13,0,1,Confused,0.1507,low,0
CUST0194,23,41,2,26949,14,21449,0,6.4,0,22,0,0,Satisfied,0.1151,low,0
CUST0195,40,7,2,144577,21,112855,1,3.5,0,21,0,1,Confused,0.01,low,0
CUST0196,42,68,2,26378,15,9566,1,2.4,0,20,0,1,Confused,0.0341,low,0
CUST0197,27,6,2,43466,12,28084,2,5.4,0,18,1,2,Frustrated,0.1808,low,0
CUST0198,39,6,3,76578,17,44291,1,5.9,0,17,1,0,Satisfied,0.1316,low,0
CUST0199,38,1,3,11676,13,4334,0,5.4,1,30,0,2,Frustrated,0.2761,low,0
CUST0200,24,19,2,8878,14,7886,2,3.7,0,27,0,3,Price-sensitive,0.0386,low,0
CUST0201,42,24,1,10715,9,4594,0,5.4,0,23,1,0,Satisfied,0.1861,low,0
CUST0202,44,2,2,99714,13,33936,0,6.8,0,18,1,0,Satisfied,0.0601,low,0
CUST0203,50,44,3,23353,17,15340,1,6.1,1,26,0,2,Frustrated,0.1277,low,0
CUST0204,50,18,1,281126,13,208966,2,6.6,0,22,0,2,Frustrated,0.0363,low,0
CUST0205,21,22,2,23123,15,7387,0,4.8,0,18,0,1,Confused,0.065,low,0
CUST0206,26,17,2,42093,17,29264,0,8.7,1,15,0,2,Frustrated,0.144,low,0
CUST0207,44,15,2,124702,15,77237,0,3.7,0,17,0,1,Confused,0.0267,low,0
CUST0208,44,24,1,180750,16,65424,0,7.2,0,0,0,0,Satisfied,0.0845,low,0
CUST0209,44,5,2,188943,8,76241,0,8.7,0,19,1,0,Satisfied,0.0486,low,0
CUST0210,70,6,3,95481,11,61182,1,7.2,0,14,0,0,Satisfied,0.0812,low,0
CUST0211,44,59,1,82392,19,39368,0,5.8,0,30,0,0,Satisfied,0.01,low,0
CUST0212,51,87,1,58338,22,50345,3,5.1,1,18,0,4,Comparison-shopping,0.1165,low,0
CUST0213,49,14,4,67689,13,53558,1,8.4,0,8,0,0,Satisfied,0.1276,low,0
CUST0214,45,9,1,23366,14,20799,1,3.2,1,17,0,3,Price-sensitive,0.4685,medium,0
CUST0215,34,30,3,18872,11,8601,2,4.2,0,9,0,3,Price-sensitive,0.2156,low,0
CUST0216,47,15,2,36217,19,31937,0,5.4,1,21,1,2,Frustrated,0.3358,medium,0
CUST0217,28,1,1,31693,17,17708,0,8.8,0,20,0,0,Satisfied,0.1408,low,0
CUST0218,35,5,3,25271,14,12850,1,7.0,0,25,1,0,Satisfied,0.1379,low,0
CUST0219,32,37,2,63393,15,20932,2,4.2,0,11,1,3,Price-sensitive,0.1183,low,0
CUST0220,38,32,2,77982,12,25863,1,5.5,1,18,0,2,Frustrated,0.0204,low,0
CUST0221,65,1,2,38976,10,27875,0,4.9,0,7,0,1,Confused,0.1487,low,0
CUST0222,21,7,2,118423,14,68064,3,4.7,0,23,0,3,Price-sensitive,0.0643,low,0
CUST0223,46,7,1,14568,12,6350,0,8.3,0,22,1,0,Satisfied,0.1799,low,0
CUST0224,21,33,2,31103,17,20788,2,3.3,0,21,1,3,Price-sensitive,0.1402,low,0
CUST0225,32,1,4,20466,14,9244,4,9.6,0,18,1,2,Frustrated,0.2888,low,0
CUST0226,51,3,1,8158,13,5274,0,7.9,0,21,0,0,Satisfied,0.0343,low,0
CUST0227,38,48,2,33991,9,17523,1,8.5,0,30,1,0,Satisfied,0.01,low,0
CUST0228,25,5,1,32945,14,26162,0,5.2,0,15,0,0,Satisfied,0.1694,low,0
CUST0229,29,31,3,121876,26,96576,0,5.9,0,19,0,0,Satisfied,0.104,low,0
CUST0230,46,8,1,60153,12,35274,0,3.2,0,9,0,1,Confused,0.1629,low,0
CUST0231,29,3,4,16004,11,8169,1,5.1,1,11,0,2,Frustrated,0.4665,medium,0
CUST0232,40,8,2,160055,11,82834,3,7.2,0,18,1,2,Frustrated,0.1362,low,0
CUST0233,38,38,1,96454,13,75564,1,8.9,0,26,0,0,Satisfied,0.01,low,0
CUST0234,30,58,1,57854,12,28748,0,3.9,0,15,0,1,Confused,0.0711,low,0
CUST0235,63,53,1,30297,18,12889,2,5.4,1,16,0,4,Comparison-shopping,0.2159,low,0
CUST0236,45,15,2,16855,12,5912,3,5.9,1,14,1,4,Comparison-shopping,0.6471,medium,1
CUST0237,21,33,1,26963,17,15638,0,3.3,1,13,1,3,Price-sensitive,0.4114,medium,0
CUST0238,40,6,3,86768,15,51130,4,7.4,0,20,0,2,Frustrated,0.1365,low,0
CUST0239,30,10,2,164007,7,131951,0,4.7,0,6,0,1,Confused,0.0101,low,0
CUST0240,48,67,1,124815,16,54012,2,5.8,0,28,0,2,Frustrated,0.0539,low,0
CUST0241,28,1,2,24561,17,12982,0,5.3,0,12,1,0,Satisfied,0.2888,low,0
CUST0242,36,2,2,14828,22,11640,0,4.5,0,23,0,1,Confused,0.036,low,0
CUST0243,44,6,1,40648,11,32281,0,6.2,1,7,0,2,Frustrated,0.3948,medium,0
CUST0244,48,1,1,8824,12,4683,1,5.7,1,23,0,2,Frustrated,0.4474,medium,0
CUST0245,23,6,1,47029,17,27063,0,5.4,1,23,0,2,Frustrated,0.2779,low,0
CUST0246,33,26,2,32270,14,15553,0,4.7,0,21,1,1,Confused,0.0654,low,0
CUST0247,32,16,2,25013,18,21499,1,6.9,0,10,0,0,Satisfied,0.01,low,0
CUST0248,30,66,2,10139,16,3763,2,9.7,0,19,0,2,Frustrated,0.106,low,0
CUST0249,59,51,3,54769,20,47115,0,6.5,0,8,0,0,Satisfied,0.0723,low,0
CUST0250,42,12,3,23714,11,16844,0,8.3,1,15,0,2,Frustrated,0.1378,low,0
CUST0251,22,9,2,14243,10,8815,0,3.3,0,26,1,1,Confused,0.1251,low,0
CUST0252,49,14,3,5000,17,1597,0,6.5,0,24,0,0,Satisfied,0.1444,low,0
CUST0253,63,26,1,35524,22,20794,2,3.9,0,18,1,3,Price-sensitive,0.289,low,0
CUST0254,50,9,1,149911,13,81648,2,3.1,0,10,1,3,Price-sensitive,0.2325,low,0
CUST0255,21,29,1,137174,17,54421,1,4.6,1,23,0,3,Price-sensitive,0.0963,low,0
CUST0256,32,15,1,25193,13,17480,0,8.7,0,18,0,0,Satisfied,0.0927,low,0
CUST0257,53,24,2,22431,18,19799,1,8.2,1,0,0,2,Frustrated,0.3112,medium,0
CUST0258,29,17,4,52839,13,33674,1,6.7,0,24,1,0,Satisfied,0.1485,low,0
CUST0259,43,10,1,16338,16,11907,2,3.0,0,17,0,3,Price-sensitive,0.2206,low,0
CUST0260,47,88,1,46232,6,15768,1,5.8,1,27,0,2,Frustrated,0.0458,low,0
CUST0261,26,43,2,67027,10,36905,1,6.8,0,9,0,0,Satisfied,0.1095,low,0
CUST0262,37,4,4,96910,15,35838,1,6.6,1,0,1,2,Frustrated,0.409,medium,0
CUST0263,21,60,1,33519,9,22379,0,2.3,0,20,0,1,Confused,0.1358,low,0
CUST0264,25,20,2,30855,16,26630,3,4.3,0,20,0,3,Price-sensitive,0.1185,low,0
CUST0265,34,67,1,17990,11,12540,0,6.1,0,4,0,0,Satisfied,0.0789,low,0
CUST0266,23,48,1,18741,15,6485,1,7.3,1,10,0,2,Frustrated,0.2175,low,0
CUST0267,57,16,4,30297,20,15536,0,1.6,0,30,1,1,Confused,0.0929,low,0
CUST0268,21,1,4,48722,16,30714,1,5.9,1,15,0,2,Frustrated,0.2198,low,0
CUST0269,32,9,1,75423,14,40873,1,6.5,0,23,1,0,Satisfied,0.103,low,0
CUST0270,39,23,4,19100,12,15283,0,8.0,0,12,1,0,Satisfied,0.0483,low,0
CUST0271,55,30,2,119868,15,94552,0,7.7,0,1,0,0,Satisfied,0.0717,low,0
CUST0272,21,8,3,29234,17,19501,1,7.4,0,16,1,0,Satisfied,0.1848,low,0
CUST0273,51,4,2,35700,11,18709,1,4.5,0,15,0,1,Confused,0.0657,low,0
CUST0274,38,54,2,19974,16,9052,0,2.2,1,14,0,3,Price-sensitive,0.2433,low,0
CUST0275,26,120,2,5221,6,1897,0,5.4,0,17,1,0,Satisfied,0.1527,low,0
CUST0276,43,22,2,73661,22,37783,1,8.3,0,20,0,0,Satisfied,0.0376,low,0
CUST0277,40,5,1,65478,16,35875,0,9.1,0,16,0,0,Satisfied,0.0381,low,0
CUST0278,30,9,1,28996,10,20456,0,7.7,0,7,0,0,Satisfied,0.3064,medium,0
CUST0279,38,1,1,38314,17,26624,0,7.1,0,21,1,0,Satisfied,0.0804,low,0
CUST0280,33,73,2,54871,11,18769,0,7.0,0,2,0,0,Satisfied,0.0359,low,0
CUST0281,39,3,1,10404,7,5588,0,5.0,0,1,0,0,Satisfied,0.3377,medium,0
CUST0282,45,25,2,23783,9,9728,0,5.9,0,23,0,0,Satisfied,0.1292,low,0
